Entity,AttributeName,Attribute
丽丽鱼,门,脊索动物门
丽丽鱼,亚门,脊椎动物亚门
丽丽鱼,科,攀鲈科
褐菖鲉,界,动物界
褐菖鲉,门,脊索动物门
黄边裸胸鳝,界,动物界
痛痛病,季节分布,四季
痛痛病,传染病,否
痛痛病,就诊科室,外科
痛痛病,是否进入医保,是
皮翼目,界,动物界
免疫细胞,俗称,白细胞
免疫细胞,免疫细胞,吞噬细胞
沏,笔画,7
白蜡,界,植物界
Sab,组织形式,合伙企业
Sab,创建地点,英国
自相关函数,属 性,函数
自相关函数,相 关,统计学
南京板鸭,主要食材,鸭子
作物学报,出版时间,1999年
猿叶虫,界,动物界
猿叶虫,目,鞘翅目
猿叶虫,科,叶甲科
毛,笔画,4
毛,郑码,MH
燕尾草,中文学名,慈菇
燕尾草,界,植物界
燕尾草,种,慈菇
高山病,季节分布,四季
高山病,传染病,否
高山病,疫苗预防,否
韭黄,界,植物界
韭黄,门,被子植物门
四川省,地标建筑,都江堰
四川省,建立时间,1952年
狭叶坡垒,界,植物界
狭叶坡垒,门,被子植物门
狭叶坡垒,纲,双子叶植物纲
狭叶坡垒,科,龙脑香科
狭叶坡垒,属,坡垒属
吉县,所属地区,中国
吉县,行政类别,县
日内瓦,所属地区,瑞士
日内瓦,地方方言,法语
日内瓦,所属地区,瑞士
日内瓦,国际组织,世界贸易组织
韶子,中文学名,红毛丹
韶子,界,植物界
韶子,种,红毛丹
洛克菲勒基金,设立时间,1913年
江南大学,类型,公立大学
江南大学,主管部门,教育部
江南大学,硕士点,125
江南大学,博士点,32
江南大学,院士,1
肥疮,发病部位,头皮
黑粉菌科,界,真菌界
乌荆子李,界,植物界
乌荆子李,门,种子植物门
乌荆子李,纲,双子叶植物纲
乌荆子李,亚纲,蔷薇亚纲
蓟马,界,动物界
樨,笔画,16
樨,部首,木
唐松草,界,植物界
须德,性别,男
须德,民族,汉族
须德,国籍,中国
效率,外文名,efficiency
花生蚜,界,动物界
花生蚜,门,节肢动物门
花生蚜,亚门,六足亚门
花生蚜,纲,昆虫纲
花生蚜,亚纲,有翅亚纲
花生蚜,目,同翅目
花生蚜,亚目,胸喙亚目
花生蚜,科,蚜科
赫章,中文名,赫章县
赫章,政府驻地,城关镇
赫章,行政类别,县
马平,性别,女
马平,国籍,中国
美国地锦,界,植物界
波伦亚大学,类型,公立大学
瓜叶菊,界,植物界
躯体,开放时间,无
大叶桂樱,界,植物界
Vav,出道地区,韩国
Vav,活跃年代,现代
区间,类 型,数学概念
区间,应用范围,数学领域
经纬仪,发明时间,1730年
琼斯,国籍,美国
伊利亚特,文学体裁,史诗
伊利亚特,作 者,荷马
伊利亚特,国 别,古希腊
荷,笔画,10
矮鸢尾,界,植物界
矮鸢尾,门,被子植物门
矮鸢尾,科,鸢尾科
矮鸢尾,属,鸢尾属
矮鸢尾,分布区域,辽宁
容量,类别,计量单位
麦吊云杉,界,植物界
绛县,政府驻地,古绛镇
绛县,行政类别,县
绛县,行政类别,县
鱼虱,界,动物界
鱼虱,纲,甲壳纲
燕鸥,界,动物界
浓香型,领域,白酒
皮里,性别,男
皮里,国籍,西班牙
皮里,运动项目,足球
弥散性血管内凝血,外文名,DIC
弥散性血管内凝血,就诊科室,内科
蓉,笔画,13
c,名称,C语言
c,创始时间,1972年
c,操作系统,跨平台
贾第鞭毛虫病,传染病,是
肇,笔画,14
肇,部首笔划,6
吊钟海棠,中文学名,吊钟花
吊钟海棠,界,植物界
吊钟海棠,门,被子植物门
吊钟海棠,纲,双子叶植物纲
吊钟海棠,目,桃金娘目
吊钟海棠,科,柳叶菜科
吊钟海棠,属,倒挂金钟属
紫萁,界,植物界
pixel,发行商,谷歌
俱,笔画,10
菰菜,中文学名,茭白
菰菜,界,植物界
菰菜,门,被子植物门
菰菜,纲,单子叶植物纲
菰菜,目,莎草目
菰菜,科,禾本科
菰菜,亚科,稻亚科
菰菜,种,茭白
菰菜,分布区域,中国
雍文涛,民族,汉族
雍文涛,国籍,中国
雍文涛,职业,政治
铁坚杉,别名,油杉
铁坚杉,界,植物界
琥珀蚕,界,动物界
琥珀蚕,门,节肢动物门
琥珀蚕,纲,昆虫纲
琥珀蚕,亚纲,有翅亚纲
琥珀蚕,目,鳞翅目
琥珀蚕,科,大蚕蛾科
班达,国籍,德国
轴承,行业,机械设备
轴承,形状,轮子
竖曲线,应用学科,数学
《元亨疗马集》,语种,中文
《元亨疗马集》,出版时间,1608年
瘤蝽科,界,动物界
瘤蝽科,门,节肢动物门
瘤蝽科,纲,昆虫纲
瘤蝽科,亚纲,有翅亚纲
瘤蝽科,目,半翅目
波,笔画,8
长岛,政府驻地,南长山街道
长岛,行政区类别,县
涡流,产生,感应电流
哀,笔画,9
哀,部首,口
哀,部首笔划,3
建筑物裂缝,价格,15
建筑物裂缝,开本,32
荫,笔画,9
荫,部首笔划,3
俄,笔画,9
李静训,字号,小孩
李静训,所处时代,隋朝
李静训,出生地,大兴
李静训,性别,女
录,笔画,8
录,部首,王
牛蒡,界,植物界
牛蒡,族,菜蓟族
牛蒡,生态习性,陆生植物
牛蒡,水 分,耐旱
牛蒡,温 度,耐寒
Head,创建时间,1950年
Head,创建地点,奥地利
青鳞,性别,女
钱,笔画,10
飞燕草,界,植物界
飞燕草,科,毛茛科
飞燕草,属,飞燕草属
湛江市,行政类别,地级市
嫩,笔画,14
嫩,部首,女
米脂县,建立时间,北宋
米脂县,建立时间,北宋
米脂县,行政类别,县
栖,笔画,10
栖,部首,木
孑遗植物,产于越南,鹅掌楸
木蚁,界,动物界
木蚁,亚目,细腰亚目
眼光,英文名,eye
阿保机,中文名,耶律阿保机
白令海峡,沿岸城市,阿拉斯加
明尼苏达大学,创办时间,1851年
明尼苏达大学,学校类型,综合
趸,笔画,10
趸,部首,足
LV,英文名,Louis Vuitton
LV,创立时间,1854年
LV,国别,法国
种,笔画,9
种,部首,禾
种,部首笔划,5
种,仓颉码,HDL
阳明病,就诊科室,内科
施撒,国籍,巴拉圭
黑青小蜂,界,动物界
黑青小蜂,门,节肢动物门
电子线路,开本,16
英,笔画,8
英,部首笔划,3
汉源,中文名,汉源县
汉源,行政类别,县
貂皮,界,动物界
貂皮,门,脊索动物门
貂皮,亚门,脊椎动物亚门
貂皮,纲,哺乳纲
貂皮,亚纲,真兽亚纲
貂皮,目,食肉目
貂皮,科,鼬科
貂皮,属,貂属
原腔动物,界,动物界
原腔动物,门,软体动物门
原腔动物,纲,蛭纲
水银灯,出生地,日本
水银灯,性别,女
水银灯,国籍,日本
水银灯,出生日期,11月10日
水银灯,星座,天蝎座
台南县,建立时间,1920年
台南县,著名景点,珊瑚潭
张公,性别,男
张公,所处时代,唐代
张公,国籍,中国
湖北老青茶,界,植物界
花房效应,中文名,温室效应
澳洲美利奴羊,界,动物界
澳洲美利奴羊,门,脊索动物门
澳洲美利奴羊,亚门,脊椎动物亚门
澳洲美利奴羊,纲,哺乳纲
澳洲美利奴羊,目,偶蹄目
澳洲美利奴羊,科,牛科
澳洲美利奴羊,属,羊属
军国主义,表现形式,世界大战
White,专辑语言,日语
White,发行地区,日本
陈海水,出生地,湘西
陈海水,性别,男
陈海水,民族,汉族
陈海水,国籍,中国
陈海水,职业,教育
状,笔画,7
状,部首,犬
状,部首笔划,4
苗疆,概念,地理位置
三叶草,开始,1949年
金线虫,界,动物界
马蹄荷,界,植物界
马蹄荷,门,被子植物门
马蹄荷,纲,双子叶植物纲
马蹄荷,亚纲,金缕梅亚纲
马蹄荷,目,金缕梅目
马蹄荷,科,金缕梅科
马蹄荷,属,马蹄荷属
魏伯阳,国籍,中国
川木通,中文学名,小木通
川木通,界,植物界
板齿鼠,界,动物界
板齿鼠,科,鼠科
奋,笔画,8
奋,部首,大
级数,外文名,series
棋,笔画,12
棋,部首,木
棋,结构,左右
长瓣慈姑,界,植物界
长瓣慈姑,纲,单子叶植物纲
长瓣慈姑,目,泽泻目
长瓣慈姑,亚目,泽泻亚纲
长瓣慈姑,科,泽泻科
御茶园,所属国家,中国
御茶园,类别,茶园
三联书店,总部所在地,北京
三联书店,创立地点,上海
白海,类型,边缘海
白海,海域面积,9
白海,平均水深,61
白海,主要邻国,俄罗斯
长吻红舌鳎,界,动物界
长吻红舌鳎,纲,硬骨鱼纲
长吻红舌鳎,目,鲽形目
长吻红舌鳎,科,舌鳎科
长吻红舌鳎,属,舌鳎属
金尖,界,植物界
万龙,民族,汉
万龙,国籍,中国
万龙,职业,企业家
光柄菇科,界,真菌界
中国萝卜,语种,中文
惯性,应用学科,物理学
惯性,发现人,牛顿
中核,时间,1996年
盆架树,界,植物界
阿拉伯联合酋长国,国鸟,游隼
阿拉伯联合酋长国,国花,孔雀草
阿拉伯联合酋长国,所属洲,亚洲
阿拉伯联合酋长国,国庆日,12月2日
阿拉伯联合酋长国,现任领导人,哈利法·本·扎耶德·阿勒纳哈扬
阿拉伯联合酋长国,主要宗教,伊斯兰教
阿拉伯联合酋长国,常用语言,阿拉伯语
阿拉伯联合酋长国,首都,阿布扎比
阿拉伯联合酋长国,国家代码,AE
阿拉伯联合酋长国,时区,UTC+4
花斑剑尾鱼,界,动物界
花斑剑尾鱼,门,脊索动物门
花斑剑尾鱼,目,鳉形目
花斑剑尾鱼,科,花鳉科
抽水机,又名,水泵
玉瓜,中文学名,笋瓜
玉瓜,界,植物界
波多黎各,国歌,La Borinqueña
波多黎各,货币,美元
波多黎各,所属洲,北美洲
波多黎各,政体,共和制
波多黎各,主要宗教,天主教
波多黎各,首都,圣胡安
波多黎各,国家代码,.pr
物候,别名,物候现象
菊目,界,植物界
霍雷,地区,湖南
霍雷,行业,医生
etc,支持语言,中文
逆风,性别,男
逆风,国籍,中国
逆风,出生地,辽宁
逆风,职业,编剧
香肠,别称,火腿
香肠,主要原料,瘦肉
香肠,防腐剂,否
疾,笔画,10
忍冬属,界,植物界
鹞,外文名,Piper
鹞,上映地区,美国
鹞,画面颜色,彩色
鹞,制片地点,美国
瘿蚊,界,动物界
瘿蚊,科,瘿蚊科
网纹东方鲀,界,动物界
网纹东方鲀,门,脊索动物门
网纹东方鲀,目,鲀形目
网纹东方鲀,科,鲀科
玉竹,界,植物界
玉竹,科,百合科
莫比乌斯,画面颜色,彩色
莫比乌斯,制片地点,韩国
总后勤部,成立时间,1930年
豆秆黑潜蝇,界,动物界
豆秆黑潜蝇,门,节肢动物门
豆秆黑潜蝇,亚门,六足亚门
豆秆黑潜蝇,纲,昆虫纲
豆秆黑潜蝇,亚纲,有翅亚纲
豆秆黑潜蝇,目,双翅目
豆秆黑潜蝇,科,潜蝇科
苦豆子,界,植物界
蕨,界,植物界
蕨,纲,薄囊蕨纲
蕨,目,水龙骨目
蕨,科,凤尾蕨科
蕨,属,蕨属
白粉,颜色,白色
白粉,别名,海洛因
大叶藻,界,植物界
指标体系,性质,体系
祁,笔画,6
Origin,中文名,origin
常微分方程,学科所属,数学
常微分方程,相对,偏微分方程
禁,笔画,13
禁,部首,示
山慈姑,界,植物界
脾胃虚弱,季节分布,四季
脾胃虚弱,传染病,否
脾胃虚弱,常见发病,脾胃
祁门红茶,别名,祁门
祁门红茶,界,植物界
祁门红茶,门,被子植物门
祁门红茶,纲,双子叶植物纲
祁门红茶,亚纲,五桠果亚纲
祁门红茶,目,杜鹃花目
祁门红茶,科,山茶科
祁门红茶,种,茶
热浪,上映时间,2010年
热浪,上映地区,德国
热浪,语言版本,德语
点心,别称,糕点
点心,适宜人群,任何人
驰,笔画,6
驰,部首,马
富平,民族,汉族
富平,国籍,中国
富平,毕业院校,北京大学
富平,政党,中国共产党
猪血凝性脑脊髓炎,季节分布,四季
猪血凝性脑脊髓炎,传染病,是
猪血凝性脑脊髓炎,疫苗预防,是
华泽兰,界,植物界
华泽兰,门,被子植物门
华泽兰,纲,双子叶植物纲
华泽兰,目,石竹目
茶,外文名,tea
茶,界,植物界
茶,门,被子植物门
茶,纲,双子叶植物纲
茶,目,山茶
茶,科,山茶科
茶,亚科,山茶亚科
红皮病,发病部位,皮肤
土地管理法,中文名,中华人民共和国土地管理法
土地管理法,法律类型,土地法
土地管理法,制定机关,全国人民代表大会常务委员会
土地管理法,修订次数,2
土地管理法,国家,中国
蓺,笔画,14
蓺,部首笔划,3
滴,部外笔画,11
滴,总笔画数,14
茚,笔画,8
茚,部首笔划,3
氟,符号,F
氟,序号,9
大袋鼠,界,动物界
大袋鼠,属,Macropus
凭,笔画,8
凭,部首,几
厚皮香,界,植物界
Pure,外文名,pure
野牡丹科,界,植物界
陈镁,籍贯,青海省
陈镁,民族,土族
陈镁,国籍,中国
陈镁,职业,画家
华枝睾吸虫,界,动物界
华枝睾吸虫,门,扁形动物门
华枝睾吸虫,纲,吸虫纲
无辜者,语言版本,英语
无辜者,画面颜色,彩色
脂肪肉瘤,季节分布,四季
脂肪肉瘤,传染病,否
脂肪肉瘤,发病部位,下肢
微毛柃,界,植物界
微毛柃,命名者及年代,Ling
主席令,签署人,中华人民共和国主席
跗,笔画,12
跗,部首,足
往事,发行时间,1981年
往事,地区,大陆
往事,语言,中文
M,来源,拉丁文
M,表示,长度单位
M,小写,m
正己烷,闪点,30
邢台,中文名,邢台市
邢台,行政类别,地级市
杏核,中文学名,杏
杏核,界,植物界
作用力,英文名,force
布达佩斯大学,类型,公立大学
布达佩斯大学,所属地区,匈牙利
天门冬,界,植物界
铁渣,所属作品,变形金刚
Emilia,国籍,瑞典
Emilia,职业,歌手
默塞尔,性别,男
默塞尔,国籍,英格兰
中士,诞生地,法国
蜡树,中文学名,女贞
蜡树,界,植物界
蜡树,门,被子植物门
蜡树,纲,双子叶植物纲
蜡树,科,木犀科
蜡树,属,女贞属
蜡树,种,女贞
释,笔画,12
释,部首,采
释,部首笔划,5
大豆,外文名,Soybean
大豆,界,植物界
大豆,门,被子植物门
大豆,纲,双子叶植物纲
大豆,目,豆目
大豆,科,豆科
大豆,亚科,蝶形花亚科
大豆,属,大豆属
紫罗兰,界,植物界
何文俊,地区,浙江
何文俊,行业,医生
笔花豆属,界,植物界
笔花豆属,科,蝶形花科
noble,所属,跑车
noble,国家,英国
秋明,所属地区,俄罗斯
欧防风属,界,植物界
植物蛋白,所 属,蛋白质
浮小麦,界,植物界
楔尾,发动机数量,2
曲霉病,发病部位,胸部
帽子,类别,衣服
拍,部外笔画,5
拍,总笔画数,8
宽甸,中文名,宽甸满族自治县
宽甸,行政类别,自治县
宽甸,行政类别,自治县
菽,中文学名,大豆
菽,外文名,Soybean
菽,界,植物界
菽,门,被子植物门
菽,纲,双子叶植物纲
菽,目,豆目
菽,科,豆科
菽,亚科,蝶形花亚科
菽,属,大豆属
菽,种,大豆
玲珑剔透,近义词,小巧玲珑
卵果鱼鳞云杉,界,植物界
卵果鱼鳞云杉,门,裸子植物门
卵果鱼鳞云杉,纲,松柏纲
卵果鱼鳞云杉,目,松柏目
卵果鱼鳞云杉,科,松科
卵果鱼鳞云杉,属,云杉属
锢囚锋,所属学科,地理
秧,笔画,10
秧,部首,禾
秧,部首笔划,5
棕黑双锯鲨,界,动物界
棕黑双锯鲨,目,真鲨目
棕黑双锯鲨,科,猫鲨科
Sg,中文名称,SG
鲁西南,所属地区,山东
大方茶,界,植物界
遂川,中文名,遂川县
遂川,别称,龙泉县
遂川,行政类别,县
遂川,地方方言,赣语
遂川,行政类别,县
五色椒,界,植物界
五色椒,种,辣椒
无刺枣,界,植物界
无刺枣,属,枣属
李子,界,植物界
马泉,国籍,中国
长安市,地区,东莞
白哺鸡竹,界,植物界
白哺鸡竹,科,禾本科
白哺鸡竹,属,刚竹属
慢性炎症,就诊科室,内科
小嘴,界,动物界
债权人,对称,债务人
债权人,所属,债
小和山,票价,20
小和山,类别,风景名胜
小和山,所在地,杭州
斯塔尔,国籍,德国
斯塔尔,性别,男
斯塔尔,国籍,德国
斯塔尔,出生日期,1986年
恩特,性别,男
恩特,国籍,荷兰
恩特,运动项目,足球
恩特,出生日期,1987年
椪柑,界,植物界
椪柑,门,被子植物门
椪柑,纲,双子叶植物纲
椪柑,亚纲,蔷薇亚纲
椪柑,目,无患子目
椪柑,科,芸香科
椪柑,亚科,柑橘亚科
椪柑,属,柑橘属
代林,民族,回族
代林,国籍,中国
代林,职业,政治
中国圆田螺,界,动物界
夜香花,中文学名,夜来香
夜香花,界,植物界
夜香花,种,夜来香
cynthia,性别,女
cynthia,民族,汉族
cynthia,血型,A
食管,类型,器官
戈壁针茅,界,植物界
融会贯通,近义词,举一反三
大圩,所属国,中国
大圩,所属市,桂林市
大圩,著名景点,桂林山水
大圩,行政区类别,乡镇
金鸡勒,中文学名,金鸡纳树
金鸡勒,界,植物界
皆,笔画,9
皆,部首,白
鲳,笔画,16
鲳,部首,鱼
蚜茧蜂科,界,动物界
蚜茧蜂科,门,节肢动物门
蚜茧蜂科,纲,昆虫纲
蚜茧蜂科,亚纲,有翅亚纲
蚜茧蜂科,目,鞘翅目
剑桥郡,友好城市,彼得伯勒
木油树,中文学名,乌桕
木油树,界,植物界
高山葶苈,界,植物界
高山葶苈,门,被子植物门
高山葶苈,目,白花菜目
高山葶苈,科,十字花科
高山葶苈,属,葶苈属
左光斗,去世日期,1625年
思茅松毛虫,界,动物界
思茅松毛虫,门,节肢动物门
思茅松毛虫,纲,昆虫纲
思茅松毛虫,目,鳞翅目
思茅松毛虫,科,枯叶蛾科
Diego,性别,男
Diego,出生地,墨西哥城
But,英文名,but
涅瓦,性别,男
涅瓦,国籍,阿根廷
涅瓦,运动项目,足球
冰凉花,中文学名,侧金盏花
冰凉花,界,植物界
冰凉花,种,侧金盏花
化纤,中文名,化学纤维
贵宾,界,动物界
贵宾,门,脊椎动物
贵宾,纲,哺乳纲
贵宾,亚纲,真兽亚纲
贵宾,目,食肉
贵宾,科,犬
默克,创建时间,1668年
绥化,所属地区,中国东北地区
绥化,行政类别,地级市
绥化,行政类别,地级市
张行言,籍贯,河北省
张行言,国籍,中国
张行言,毕业院校,浙江大学
野荆芥,界,植物界
尼科尔森,性别,男
尼科尔森,国籍,美国
臭橘,中文学名,枸橘
臭橘,界,植物界
臭橘,亚科,柑橘亚科
盲蝽类,界,动物界
盲蝽类,门,节肢动物门
盲蝽类,纲,昆虫纲
一分为二,用法,中性
石竹目,界,植物界
芥,笔画,7
race,出生地,马来西亚
race,国籍,马来西亚
田园,性别,女
田园,出生日期,1986年
田园,国籍,中国
面片,主要食材,麦粉
四叶,性别,女
四叶,出生日期,6月21日
四叶,其他信息,动漫
Ur,英文名,ur
沮,笔画,8
濩,笔画,16
濩,部首笔划,3
枣庄市,所属地区,山东省
陆德明,籍贯,江苏
陆德明,国籍,中国
陆德明,职业,经济学家
啮齿目,界,动物界
黑鼠,界,动物界
黑鼠,科,鼠科
青岛,中文名,青岛市
青岛,行政类别,地级市
准确度,英文名,accuracy
wind,品牌,雷诺
wind,产地,法国
竹膏,中文学名,竹黄
竹膏,界,真菌界
竹膏,科,肉座菌科
竹膏,种,竹黄
莫斯科农学院,创建时间,1965
莫斯科农学院,所属地区,俄罗斯
圆蛛,界,动物界
圆蛛,门,节肢动物门
圆蛛,目,蜘蛛目
莎草,界,植物界
木炭,化学式,C
木炭,主要成分,碳元素
怀宁,中文名,怀宁县
怀宁,政府驻地,高河镇
怀宁,行政类别,县
怀宁,地方方言,赣语
怀宁,地方方言,赣语
怀宁,行政类别,县
子方,籍贯,江苏省
子方,国籍,中国
真海豚,界,动物界
乌毛蕨,界,植物界
乌毛蕨,科,乌毛蕨科
桫椤树,界,植物界
桫椤树,门,蕨类植物门
桫椤树,亚门,真蕨亚门
桫椤树,纲,蕨纲
桫椤树,目,真蕨目
桫椤树,科,桫椤科
桫椤树,属,桫椤属
桫椤树,种,桫椤
野麻,中文名,苎麻根
野麻,界,植物界
野麻,门,被子植物门
野麻,纲,双子叶植物纲
野麻,目,蔷薇目
野麻,科,荨麻科
野麻,种,苎麻根
阿墨江,所在洲,亚洲
阿墨江,流经区域,云南省
四川红杉,界,植物界
红海榄,界,植物界
马先,中文学名,茵陈蒿
马先,界,植物界
马先,种,茵陈蒿
完达山,山体构成,花岗岩
天启,性别,男
花岗岩,建筑用途,建材
花椒鞘锈菌,界,真菌界
黔金丝猴,界,动物界
殊途同归,用法,中性
沙柑,界,植物界
沙柑,门,被子植物门
沙柑,纲,双子叶植物纲
沙柑,目,无患子目
沙柑,科,芸香科
沙柑,属,柑橘属
沙柑,命名者及年代,Blanco
沙柑,分布区域,广西
妇科疾病,疫苗预防,否
张守敬,性别,男
张守敬,民族,汉族
张守敬,国籍,中国
张守敬,职业,科学
许德珩,国籍,中国
许德珩,毕业院校,北京大学
岩溶,别称,喀斯特地貌
岩溶,地貌,喀斯特
花旗松,别名,北美黄杉
花旗松,界,植物界
吴宝铃,性别,男
吴宝铃,民族,满族
SK,创建时间,1953年
SK,创建地点,韩国
网蝽科,界,动物界
网蝽科,目,半翅目
双神经纲,界,动物界
双神经纲,门,脊索动物门
双神经纲,亚门,脊椎动物亚门
单萜烯,外文名,monoterpene
衣,笔画,10
衣,部首笔划,4
炽,笔画,9
炽,部首,火
剑叶,中文学名,石菖蒲
剑叶,界,植物界
灰色,英文名,Gray
癌胚抗原,别名,CEA
癌胚抗原,传染病,是
尼卡,英文名,Veronica
尼卡,性别,女
尼卡,国籍,中国
海盘车,界,动物界
海盘车,纲,海星纲
面盆架,界,植物界
面盆架,门,被子植物门
面盆架,纲,双子叶植物纲
面盆架,科,夹竹桃科
行程开关,分类,机械
炉,笔画,8
炉,部首,火
孔中,性别,男
孔中,民族,汉族
孔中,国籍,中国
孔中,毕业院校,厦门大学
蚜,笔画,10
蚜,部首,虫
蚜,部首笔划,6
戴震,所处时代,清代
戴震,民族族群,汉族
氯,别称,氯气
氯,符号,Cl
氯,序号,17
氯,化学式,Cl
胡芳,科室,口腔科
胡芳,地区,吉林
胡芳,行业,医生
胶袋,词性,名词
乌苏里白鲑,界,动物界
乌苏里白鲑,属,白鱼属
葶,笔画,12
马尾松毛虫,界,动物界
马尾松毛虫,门,节肢动物门
马尾松毛虫,纲,昆虫纲
马尾松毛虫,目,鳞翅目
马尾松毛虫,科,枯叶蛾科
庇,笔画,7
庇,部首,广
唐南,国籍,英国
唐南,出生年月,1870年
唐南,去世年月,1956年
蚕蛾科,界,动物界
封丘县,所属地区,新乡市
都灵,所属地区,意大利
水晶,晶系,三方晶系
水晶,光泽,玻璃光泽
水晶,硬度,7
水晶,主要成分,二氧化硅
Lee,中文名,李
Lee,创建国家,美国
小杓鹬,界,动物界
小杓鹬,目,鹳形目
小杓鹬,属,杓鹬属
堂子,所在地,北京
浸润型肺结核,发病部位,肺部
将,笔画,9
将,部首,寸
将,部外笔画,6
将,总笔画数,9
将,结 构,左右
Urban,品牌,奥迪
Urban,产地,德国
HR,中文名,人力资源
壑,笔画,17
壑,部首,土
壑,总笔画,17
壑,部外笔画,14
生物发生律,提出者,海克尔
生物发生律,提出时间,1866年
生物发生律,适用领域范围,动物
豉,笔画,11
豉,部首,豆
头甲鱼,界,动物界
头甲鱼,纲,鱼纲
大禹,民族,华夏
大禹,国籍,夏后
大禹,职业,政治家
大禹,所在地,北川
大禹,开放时间,无
忍冬藤,界,植物界
忍冬藤,科,忍冬科
快餐,别称,盒饭
赤竹属,界,植物界
太平天国,所属国家,中国
太平天国,建立者,洪秀全
太平天国,所属洲,亚洲
南海诸岛,气候条件,热带海洋
都柏林沙门氏菌,属,Salmonella
黑龙滩,开园时间,全天
黑龙滩,开放时间,全天
黑龙滩,类别,风景区
黑龙滩,行政区类别,风景区
黑龙滩,所属国家,中国
青片,中文学名,圆吻鲴
青片,界,动物界
青片,门,脊索动物门
青片,纲,硬骨鱼纲
青片,目,鲤形目
青片,科,鲤科
青片,亚科,鲴亚科
忻介六,性别,男
时,笔画,7
时,部首,日
时,仓颉码,ADI
时,部外笔画,3
穰,笔画,22
穰,部首,禾
羽角甲科,界,动物界
羽角甲科,目,鞘翅目
Lina,性别,女
Lina,血型,A
深情,专辑语言,粤语
深情,专辑歌手,张信哲
蛋黄果,界,植物界
蛋黄果,纲,双子叶植物纲
蛋黄果,亚纲,五桠果亚纲
蛋黄果,目,柿目
吨,笔画,7
吨,部首,口
吨,外部笔画,4
水金龟,界,植物界
水金龟,属,半发酵茶
白素,作者,倪匡
白素,出生地,云南
白素,性别,女
白素,国籍,中国
白素,出生年月,1940年
凤鲚,界,动物界
凤鲚,亚门,脊椎动物亚门
聚花风铃草,界,植物界
杨集昆,民族,汉族
杨集昆,国籍,中国
杨集昆,去世日期,2006年
杨集昆,毕业院校,清华大学
枸杞叶,界,植物界
枸杞叶,门,被子植物门
枸杞叶,纲,双子叶植物纲
枸杞叶,目,茄目
枸杞叶,科,茄科
枸杞叶,属,枸杞属
枸杞叶,种,枸杞
青莲子,国籍,中国
青莲子,职业,作家
干朽菌,界,真菌界
白花酢浆草,别名,白车轴草
白花酢浆草,界,植物界
白花酢浆草,门,种子植物门
白花酢浆草,纲,双子叶植物纲
白花酢浆草,目,牻牛儿苗目
Tasmania,中文名,塔斯马尼亚州
Tasmania,行政区类别,一级行政区
Tasmania,所属地区,澳大利亚
Tasmania,气候条件,海洋性气候
金章宗,出生日期,1168年
金章宗,民族,女真族
金章宗,王朝,金朝
金章宗,庙号,章宗
金章宗,性别,男
金章宗,所处时代,金朝
金章宗,国籍,中国
嘉祥县,友好城市,济宁市
嘉祥县,行政类别,县
吴时,所处时代,北宋
吴时,民族族群,汉
吴时,出生地,邛州
壮热,传染病,否
哈尔斯,总部所在地,浙江
浦阳江,所在洲,亚洲
浦阳江,流经区域,浙江省
李叶甲,界,动物界
李叶甲,门,节肢动物门
李叶甲,纲,昆虫纲
李叶甲,目,鞘翅目
李叶甲,科,肖叶甲科
茵芋,界,植物界
茵芋,门,被子植物门
茵芋,纲,双子叶植物纲
茵芋,科,芸香科
铁粉,化学式,Fe
铁粉,危险性描述,低
岩雷鸟,别名,雪鸡
岩雷鸟,界,动物界
李振歧,民族,汉族
李振歧,国籍,中国
氮化硼,化学式,BN
威尔金斯,国籍,美国
威尔金斯,职业,篮球运动员
威尔金斯,国籍,美国
威尔金斯,性别,男
威尔金斯,运动项目,篮球
威尔金斯,场上位置,前锋
威尔金斯,球衣号码,21
囊颖草,界,植物界
氢化氰,化学式,HCN
十里铺,地方特产,葡萄
菜谱,中文名,菜单
茶叶全书,语种,中文
茶叶全书,出版时间,2011年
囤,笔画,7
辅,笔画,11
辅,部首,车
乌镇,类别,古镇
呆,笔画,7
呆,部首,口
沙面,方 言,粤语
丽蚜小蜂,界,动物界
丽蚜小蜂,门,节肢动物门
丽蚜小蜂,亚门,六足亚门
丽蚜小蜂,纲,昆虫纲
丽蚜小蜂,亚纲,有翅亚纲
丽蚜小蜂,目,膜翅目
丽蚜小蜂,科,蚜小蜂科
产褥期,学科,妇产科
妖,笔画,7
妖,部首,女
妖,部首笔划,3
妖,结构,左右
子座,界,真菌界
宁晋泊,其他名,葫芦河
宁晋泊,湖泊类型,内流河
宁晋泊,集水区国家,中国
宁晋泊,湖泊长度,50
陈永康,国籍,中国
急性支气管炎,季节分布,冬季
急性支气管炎,并发症,肺炎
急性支气管炎,疫苗预防,否
急性支气管炎,就诊科室,内科
急性支气管炎,是否进入医保,是
喜树,界,植物界
夏枯草,界,植物界
夏枯草,采集时间,夏季
一成不变,用法,中性
浦东,中文名,浦东新区
浦东,机场,上海浦东国际机场
浦东,行政类别,市辖区
浦东,行政类别,市辖区
海龙,界,动物界
海龙,门,脊索动物门
海龙,纲,硬骨鱼纲
海龙,科,海龙科
猪油,主要原料,猪肉
猪油,防腐剂,否
构骨,界,植物界
构骨,门,种子植物门
构骨,纲,双子叶植物纲
构骨,目,无患子目
构骨,科,冬青科
构骨,属,冬青属
